Time,Open,High,Low,Last,Change,Volume
07/20/2020,110.74,110.74,110.73,110.74,0.01,1460900.0
07/17/2020,110.73,110.74,110.73,110.73,0.0,1224500.0
07/16/2020,110.73,110.74,110.73,110.73,-0.0099999999999909,1482500.0
07/15/2020,110.74,110.74,110.73,110.74,0.0,4655500.0
07/14/2020,110.72,110.74,110.72,110.74,0.0,1313900.0
07/13/2020,110.73,110.74,110.72,110.74,0.0099999999999909,1264800.0
07/10/2020,110.73,110.73,110.72,110.73,0.0,1663100.0
07/09/2020,110.72,110.73,110.72,110.73,0.010000000000005,1418300.0
07/08/2020,110.73,110.73,110.72,110.72,-0.010000000000005,2642000.0
07/07/2020,110.73,110.73,110.72,110.73,0.0,3687700.0
07/06/2020,110.73,110.73,110.72,110.73,0.010000000000005,2405200.0
07/02/2020,110.72,110.74,110.72,110.72,0.0,2664400.0
07/01/2020,110.73,110.74,110.72,110.72,-0.019999999999996004,1778000.0
06/30/2020,110.73,110.74,110.72,110.74,0.019999999999996004,2605600.0
06/29/2020,110.74,110.74,110.72,110.72,-0.010000000000005,2136900.0
06/26/2020,110.73,110.74,110.72,110.73,0.010000000000005,2886400.0
06/25/2020,110.73,110.73,110.72,110.72,0.0,1187200.0
06/24/2020,110.72,110.73,110.72,110.72,-0.010000000000005,1982900.0
06/23/2020,110.72,110.73,110.72,110.73,0.010000000000005,1444700.0
06/22/2020,110.72,110.73,110.72,110.72,0.0,1540700.0
06/19/2020,110.73,110.73,110.72,110.72,0.0,1812500.0
06/18/2020,110.72,110.73,110.71,110.72,0.010000000000005,2587100.0
06/17/2020,110.73,110.73,110.71,110.71,0.0,1681300.0
06/16/2020,110.72,110.73,110.71,110.71,0.0,4542900.0
06/15/2020,110.72,110.73,110.71,110.71,-0.02000000000001,1795600.0
06/12/2020,110.72,110.73,110.71,110.73,0.0,7831500.0
06/11/2020,110.71,110.73,110.71,110.73,0.02000000000001,3432100.0
06/10/2020,110.68,110.72,110.68,110.71,0.0,3540800.0
06/09/2020,110.71,110.72,110.71,110.71,0.0,2869400.0
06/08/2020,110.71,110.73,110.71,110.71,0.0,7885700.0
06/05/2020,110.72,110.73,110.71,110.71,0.0,5845600.0
06/04/2020,110.73,110.73,110.71,110.71,-0.010000000000005,2686000.0
06/03/2020,110.72,110.73,110.71,110.72,-0.010000000000005,4336700.0
06/02/2020,110.72,110.73,110.72,110.73,0.0,4190100.0
06/01/2020,110.73,110.73,110.72,110.73,0.01100000000001,3794600.0
05/29/2020,110.73899999999999,110.73899999999999,110.719,110.719,-0.02000000000001,5897579.0
05/28/2020,110.73899999999999,110.73899999999999,110.719,110.73899999999999,0.010000000000005,5627606.0
05/27/2020,110.73899999999999,110.749,110.719,110.729,-0.010000000000005,8449915.0
05/26/2020,110.749,110.749,110.729,110.73899999999999,-0.0099999999999909,6608835.0
05/22/2020,110.749,110.749,110.729,110.749,0.0099999999999909,3986755.0
05/21/2020,110.749,110.749,110.729,110.73899999999999,-0.0099999999999909,6121323.0
05/20/2020,110.749,110.749,110.729,110.749,0.0,3166529.0
