Time,Open,High,Low,Last,Change,Volume
07/20/2020,10526.02,10783.8,10488.04,10767.09,263.9,0.0
07/17/2020,10500.52,10532.62,10421.21,10503.19,29.360000000001,0.0
07/16/2020,10443.87,10499.79,10364.39,10473.83,-76.66,0.0
07/15/2020,10576.72,10604.67,10420.54,10550.49,61.91,0.0
07/14/2020,10310.25,10497.83,10182.46,10488.58,97.74,0.0
07/13/2020,10729.92,10824.78,10368.04,10390.84,-226.6,0.0
07/10/2020,10545.91,10622.35,10447.01,10617.44,69.690000000001,0.0
07/09/2020,10563.72,10578.1,10379.91,10547.75,55.25,0.0
07/08/2020,10409.35,10494.63,10350.96,10492.5,148.61,0.0
07/07/2020,10412.46,10518.98,10337.98,10343.89,-89.76,0.0
07/06/2020,10360.38,10462.05,10354.98,10433.65,226.02,0.0
07/02/2020,10268.67,10310.36,10194.06,10207.63,53.0,0.0
07/01/2020,10063.67,10197.19,10048.04,10154.63,95.859999999999,0.0
06/30/2020,9875.29,10085.59,9863.67,10058.77,184.62,0.0
06/29/2020,9771.72,9877.34,9663.61,9874.15,116.93,0.0
06/26/2020,9995.12,10000.67,9749.07,9757.22,-259.78,0.0
06/25/2020,9899.36,10018.45,9810.47,10017.0,107.83,0.0
06/24/2020,10092.92,10137.5,9842.22,9909.17,-222.2,0.0
06/23/2020,10130.83,10221.85,10112.44,10131.37,74.900000000001,0.0
06/22/2020,9945.49,10059.61,9916.6,10056.47,110.35,0.0
06/19/2020,10042.13,10053.91,9872.94,9946.12,3.0700000000015004,0.0
06/18/2020,9892.48,9959.2,9885.66,9943.05,32.519999999999,0.0
06/17/2020,9943.31,9991.21,9891.81,9910.53,14.66,0.0
06/16/2020,9949.78,9963.63,9754.17,9895.87,169.85,0.0
06/15/2020,9439.51,9756.07,9403.0,9726.02,137.21,0.0
06/12/2020,9715.87,9768.64,9413.62,9588.81,96.08,0.0
06/11/2020,9791.24,9868.08,9491.3,9492.73,-527.62,0.0
06/10/2020,10012.32,10086.89,9962.58,10020.35,66.6,0.0
06/09/2020,9865.52,10002.5,9863.27,9953.75,29.01,0.0
06/08/2020,9825.15,9927.13,9780.61,9924.74,110.66,0.0
06/05/2020,9703.36,9845.69,9685.35,9814.08,198.27,0.0
06/04/2020,9649.65,9716.14,9560.41,9615.81,-67.1,0.0
06/03/2020,9651.86,9707.78,9627.18,9682.91,74.539999999999,0.0
06/02/2020,9566.53,9611.22,9472.08,9608.37,56.320000000002004,0.0
06/01/2020,9471.42,9571.28,9462.32,9552.05,62.179999999997996,0.0
05/29/2020,9382.35,9502.81,9324.73,9489.87,120.88,0.0
05/28/2020,9392.99,9523.64,9345.28,9368.99,-43.370000000001,0.0
05/27/2020,9346.12,9414.62,9144.28,9412.36,72.140000000001,0.0
05/26/2020,9501.21,9501.21,9333.16,9340.22,15.629999999999,0.0
05/22/2020,9278.55,9328.28,9239.41,9324.59,39.710000000001,0.0
05/21/2020,9375.19,9405.25,9254.85,9284.88,-90.90000000000099,0.0
05/20/2020,9305.62,9392.82,9304.2,9375.78,190.68,0.0
05/19/2020,9227.46,9317.25,9183.25,9185.1,-49.73,0.0
05/18/2020,9177.15,9267.22,9154.35,9234.83,220.27,0.0
05/15/2020,8839.99,9018.4,8821.38,9014.56,70.84,0.0
05/14/2020,8788.04,8945.71,8705.25,8943.72,80.549999999999,0.0
05/13/2020,9006.05,9074.16,8752.68,8863.17,-139.38,0.0
05/12/2020,9225.14,9250.96,9000.06,9002.55,-189.79,0.0
05/11/2020,9054.91,9241.92,9053.17,9192.34,71.02,0.0
05/08/2020,9056.89,9125.98,9018.21,9121.32,141.66,0.0
05/07/2020,8973.78,9015.99,8932.85,8979.66,125.27,0.0
05/06/2020,8874.7,8933.25,8819.37,8854.39,45.269999999999,0.0
05/05/2020,8809.66,8909.96,8781.31,8809.12,98.410000000002,0.0
05/04/2020,8555.32,8715.82,8537.83,8710.71,105.76,0.0
05/01/2020,8681.29,8754.46,8566.84,8604.95,-284.6,0.0
04/30/2020,8911.01,8926.11,8825.83,8889.55,-25.16,0.0
04/29/2020,8802.7,8957.26,8765.01,8914.71,306.98,0.0
04/28/2020,8825.68,8830.57,8600.7,8607.73,-122.43,0.0
04/27/2020,8717.98,8754.57,8697.37,8730.16,95.639999999999,0.0
04/24/2020,8530.08,8642.93,8464.42,8634.52,139.77,0.0
04/23/2020,8528.84,8635.22,8475.2,8494.75,-0.6299999999992,0.0
04/22/2020,8434.55,8537.31,8404.54,8495.38,232.15,0.0
04/21/2020,8460.69,8480.29,8215.69,8263.23,-297.5,0.0
04/20/2020,8553.37,8684.91,8553.37,8560.73,-89.41,0.0
04/17/2020,8667.48,8670.3,8531.69,8650.14,117.78,0.0
04/16/2020,8479.11,8560.16,8393.27,8532.36,139.18,0.0
04/15/2020,8355.96,8464.66,8308.79,8393.18,-122.56,0.0
04/14/2020,8353.21,8531.11,8338.09,8515.74,323.32,0.0
04/13/2020,8127.69,8200.44,8035.95,8192.42,38.84,0.0
04/09/2020,8169.01,8227.91,8072.32,8153.58,62.68,0.0
04/08/2020,7975.72,8114.43,7901.94,8090.9,203.64,0.0
04/07/2020,8129.99,8146.43,7881.22,7887.26,-25.98,0.0
04/06/2020,7660.17,7938.33,7617.79,7913.24,540.16,0.0
